project_id,title,description,domain,priority,required_team_size_min,required_team_size_max,required_team_size_target,required_roles,required_skills,tech_requirements,duration_weeks,target_start_date,status,current_staffing_count,current_staffed_ids
P1071,Unified Editor Core Rewrite,A high-impact Workspace effort focused on shipping production-grade infrastructure.,Workspace,2,5,10,6,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Project Manager"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 4}]","[{""skill"": ""Frontend"", ""min_proficiency"": 3, ""weight"": 1.06}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 4, ""weight"": 0.89}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 1.2}, {""skill"": ""Databases"", ""min_proficiency"": 3, ""weight"": 0.96}, {""skill"": ""Product Sense"", ""min_proficiency"": 3, ""weight"": 1.19}, {""skill"": ""Security"", ""min_proficiency"": 3, ""weight"": 0.96}]","[""Data Engineering"", ""Go"", ""Performance Optimization""]",20,2026-09-23,completed,3,[]
P1072,Petabyte-Scale Fraud Detection v2,A high-impact Payments effort focused on shipping production-grade infrastructure.,Payments,4,3,6,5,"[{""role"": ""Tech Lead"", ""min_level"": ""L7"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 4}]","[{""skill"": ""Security"", ""min_proficiency"": 3, ""weight"": 0.67}, {""skill"": ""Databases"", ""min_proficiency"": 4, ""weight"": 0.62}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 1.08}, {""skill"": ""Java"", ""min_proficiency"": 3, ""weight"": 0.69}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 0.74}]","[""Kubernetes"", ""Android"", ""Product Sense"", ""BigQuery""]",38,2026-09-28,completed,2,[]
P1073,Generative Tile Renderer,A high-impact Maps effort focused on shipping production-grade infrastructure.,Maps,2,5,8,8,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 7}]","[{""skill"": ""C++"", ""min_proficiency"": 4, ""weight"": 1.08}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 0.68}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 0.71}, {""skill"": ""Machine Learning"", ""min_proficiency"": 4, ""weight"": 1.02}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 1.15}]","[""Cloud (GCP/AWS)"", ""Go""]",42,2026-08-05,completed,2,[]
P1074,Next-Gen Ingest Pipeline 2.0,A high-impact YouTube effort focused on shipping production-grade infrastructure.,YouTube,3,9,14,12,"[{""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 12}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 0.62}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 0.74}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 0.82}, {""skill"": ""Frontend"", ""min_proficiency"": 3, ""weight"": 1.04}, {""skill"": ""Databases"", ""min_proficiency"": 3, ""weight"": 0.99}, {""skill"": ""Go"", ""min_proficiency"": 4, ""weight"": 0.76}]","[""Python""]",21,2026-09-11,completed,2,[]
P1075,Cross-Platform Collaboration Engine,A high-impact Workspace effort focused on shipping production-grade infrastructure.,Workspace,1,4,7,5,"[{""role"": ""Tech Lead"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 4}]","[{""skill"": ""Frontend"", ""min_proficiency"": 4, ""weight"": 0.94}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 4, ""weight"": 0.74}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 0.94}, {""skill"": ""Databases"", ""min_proficiency"": 3, ""weight"": 1.18}, {""skill"": ""Product Sense"", ""min_proficiency"": 3, ""weight"": 0.63}]","[""Android"", ""SRE/Observability"", ""BigQuery"", ""TensorFlow/PyTorch""]",24,2026-10-09,completed,4,[]
P1076,Self-Serve Sandbox Layer,A high-impact Chrome effort focused on shipping production-grade infrastructure.,Chrome,5,4,7,6,"[{""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 6}]","[{""skill"": ""C++"", ""min_proficiency"": 3, ""weight"": 0.67}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 3, ""weight"": 0.98}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 3, ""weight"": 1.03}, {""skill"": ""Frontend"", ""min_proficiency"": 4, ""weight"": 0.81}, {""skill"": ""Security"", ""min_proficiency"": 4, ""weight"": 0.92}]","[""Cloud (GCP/AWS)"", ""Distributed Systems"", ""Performance Optimization"", ""Android""]",17,2026-07-13,completed,5,[]
P1077,On-Device Collaboration Engine,A high-impact Workspace effort focused on shipping production-grade infrastructure.,Workspace,4,3,6,6,"[{""role"": ""Tech Lead"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 5}]","[{""skill"": ""Frontend"", ""min_proficiency"": 3, ""weight"": 0.87}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 4, ""weight"": 0.87}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 1.05}]","[""Android"", ""Go""]",31,2026-08-31,completed,4,[]
P1078,On-Device Index Pipeline Rewrite,A high-impact Search effort focused on shipping production-grade infrastructure.,Search,1,7,10,7,"[{""role"": ""Project Manager"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 6}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 0.92}, {""skill"": ""C++"", ""min_proficiency"": 3, ""weight"": 0.82}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 3, ""weight"": 0.75}, {""skill"": ""Databases"", ""min_proficiency"": 3, ""weight"": 0.73}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 0.78}, {""skill"": ""Machine Learning"", ""min_proficiency"": 4, ""weight"": 0.63}]","[""Machine Learning"", ""C++"", ""TensorFlow/PyTorch""]",52,2026-08-26,completed,6,[]
P1079,Zero-Trust Ranking Engine,A high-impact Search effort focused on shipping production-grade infrastructure.,Search,3,9,12,9,"[{""role"": ""Tech Lead"", ""min_level"": ""L7"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 8}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 0.8}, {""skill"": ""C++"", ""min_proficiency"": 3, ""weight"": 0.93}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 3, ""weight"": 1.13}, {""skill"": ""Databases"", ""min_proficiency"": 4, ""weight"": 0.76}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 0.84}, {""skill"": ""Machine Learning"", ""min_proficiency"": 3, ""weight"": 0.82}]","[""SRE/Observability"", ""Product Sense""]",13,2026-09-05,completed,6,[]
P1080,Zero-Trust Battery Optimizer 2.0,A high-impact Android effort focused on shipping production-grade infrastructure.,Android,1,3,8,4,"[{""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 4}]","[{""skill"": ""Android"", ""min_proficiency"": 4, ""weight"": 0.73}, {""skill"": ""Java"", ""min_proficiency"": 3, ""weight"": 0.73}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 4, ""weight"": 0.77}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 3, ""weight"": 0.71}, {""skill"": ""Frontend"", ""min_proficiency"": 3, ""weight"": 0.79}, {""skill"": ""Security"", ""min_proficiency"": 3, ""weight"": 1.09}]","[""Kubernetes"", ""Distributed Systems""]",36,2026-08-27,completed,2,[]
P1081,Self-Serve Sharing Layer Rewrite,A high-impact Workspace effort focused on shipping production-grade infrastructure.,Workspace,2,5,10,9,"[{""role"": ""Tech Lead"", ""min_level"": ""L7"", ""count"": 1}, {""role"": ""Project Manager"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 7}]","[{""skill"": ""Frontend"", ""min_proficiency"": 3, ""weight"": 0.64}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 3, ""weight"": 0.74}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 0.91}, {""skill"": ""Databases"", ""min_proficiency"": 4, ""weight"": 0.68}]","[""Product Sense""]",45,2026-09-03,completed,4,[]
P1082,Low-Latency Docs Sync Service Rewrite,A high-impact Workspace effort focused on shipping production-grade infrastructure.,Workspace,1,9,13,11,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 10}]","[{""skill"": ""Frontend"", ""min_proficiency"": 4, ""weight"": 0.86}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 3, ""weight"": 0.72}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 0.67}, {""skill"": ""Databases"", ""min_proficiency"": 3, ""weight"": 1.03}, {""skill"": ""Product Sense"", ""min_proficiency"": 4, ""weight"": 1.07}]","[""Distributed Systems"", ""Backend APIs""]",48,2026-09-28,completed,4,[]
P1083,On-Device Recommendation Engine,A high-impact YouTube effort focused on shipping production-grade infrastructure.,YouTube,4,9,13,12,"[{""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 12}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 1.16}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 0.6}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 0.63}]","[""Distributed Systems"", ""Security"", ""BigQuery""]",16,2026-09-16,completed,6,[]
P1084,Cross-Platform Attribution Engine,A high-impact Ads effort focused on shipping production-grade infrastructure.,Ads,1,9,14,11,"[{""role"": ""Tech Lead"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 10}]","[{""skill"": ""Machine Learning"", ""min_proficiency"": 3, ""weight"": 0.86}, {""skill"": ""BigQuery"", ""min_proficiency"": 4, ""weight"": 0.68}, {""skill"": ""Data Engineering"", ""min_proficiency"": 3, ""weight"": 1.11}]","[""Data Engineering""]",33,2026-07-22,completed,10,[]
P1085,Streaming Sandbox Layer,A high-impact Chrome effort focused on shipping production-grade infrastructure.,Chrome,3,8,12,11,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 10}]","[{""skill"": ""C++"", ""min_proficiency"": 3, ""weight"": 1.19}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 4, ""weight"": 1.05}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 1.11}, {""skill"": ""Frontend"", ""min_proficiency"": 3, ""weight"": 0.75}, {""skill"": ""Security"", ""min_proficiency"": 4, ""weight"": 0.62}]","[""Product Sense"", ""Machine Learning"", ""JavaScript/TypeScript""]",34,2026-10-05,completed,8,[]
P1086,Unified Autoscaler Rewrite,A high-impact Cloud effort focused on shipping production-grade infrastructure.,Cloud,2,4,7,5,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 4}]","[{""skill"": ""Cloud (GCP/AWS)"", ""min_proficiency"": 3, ""weight"": 0.8}, {""skill"": ""Kubernetes"", ""min_proficiency"": 4, ""weight"": 0.94}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 0.74}, {""skill"": ""Go"", ""min_proficiency"": 3, ""weight"": 0.6}]","[""Backend APIs"", ""Distributed Systems"", ""JavaScript/TypeScript"", ""Machine Learning""]",45,2026-09-03,completed,4,[]
P1087,Privacy-First Build System 2.0,A high-impact Infra effort focused on shipping production-grade infrastructure.,Infra,3,4,9,5,"[{""role"": ""Tech Lead"", ""min_level"": ""L7"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 4}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 1.15}, {""skill"": ""Kubernetes"", ""min_proficiency"": 3, ""weight"": 0.72}, {""skill"": ""SRE/Observability"", ""min_proficiency"": 4, ""weight"": 0.63}, {""skill"": ""Go"", ""min_proficiency"": 4, ""weight"": 0.64}, {""skill"": ""C++"", ""min_proficiency"": 3, ""weight"": 0.83}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 3, ""weight"": 1.19}]","[""Cloud (GCP/AWS)"", ""BigQuery"", ""Frontend""]",44,2026-09-12,completed,4,[]
P1088,On-Device Risk Scoring,A high-impact Payments effort focused on shipping production-grade infrastructure.,Payments,1,7,12,10,"[{""role"": ""Tech Lead"", ""min_level"": ""L7"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 9}]","[{""skill"": ""Security"", ""min_proficiency"": 3, ""weight"": 0.72}, {""skill"": ""Databases"", ""min_proficiency"": 3, ""weight"": 0.63}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 0.94}, {""skill"": ""Java"", ""min_proficiency"": 3, ""weight"": 0.85}]","[""C++""]",34,2026-08-08,completed,7,[]
P1089,Cross-Platform Eval Harness,A high-impact AI Platform effort focused on shipping production-grade infrastructure.,AI Platform,4,10,14,12,"[{""role"": ""Tech Lead"", ""min_level"": ""L7"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 11}]","[{""skill"": ""Machine Learning"", ""min_proficiency"": 3, ""weight"": 1.19}, {""skill"": ""TensorFlow/PyTorch"", ""min_proficiency"": 3, ""weight"": 0.75}, {""skill"": ""Python"", ""min_proficiency"": 4, ""weight"": 0.76}, {""skill"": ""Data Engineering"", ""min_proficiency"": 3, ""weight"": 0.63}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 0.8}]","[""Java"", ""Android"", ""Go""]",34,2026-08-15,completed,7,[]
P1090,Real-Time Serverless Runtime,A high-impact Cloud effort focused on shipping production-grade infrastructure.,Cloud,3,3,6,4,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 3}]","[{""skill"": ""Cloud (GCP/AWS)"", ""min_proficiency"": 3, ""weight"": 0.92}, {""skill"": ""Kubernetes"", ""min_proficiency"": 4, ""weight"": 0.61}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 1.1}, {""skill"": ""Go"", ""min_proficiency"": 4, ""weight"": 1.12}, {""skill"": ""SRE/Observability"", ""min_proficiency"": 3, ""weight"": 0.87}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 0.84}]","[""JavaScript/TypeScript"", ""Machine Learning"", ""Security""]",49,2026-08-19,completed,2,[]
P1091,Federated Live Transcoder,A high-impact YouTube effort focused on shipping production-grade infrastructure.,YouTube,1,7,12,7,"[{""role"": ""Tech Lead"", ""min_level"": ""L7"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 6}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 0.98}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 0.96}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 0.68}, {""skill"": ""Frontend"", ""min_proficiency"": 4, ""weight"": 0.8}, {""skill"": ""Databases"", ""min_proficiency"": 3, ""weight"": 0.93}]","[""Product Sense"", ""Kubernetes"", ""Security"", ""Python""]",27,2026-08-07,completed,2,[]
P1092,Unified Build System 2.0,A high-impact Infra effort focused on shipping production-grade infrastructure.,Infra,2,7,11,10,"[{""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 10}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 0.95}, {""skill"": ""Kubernetes"", ""min_proficiency"": 3, ""weight"": 0.68}, {""skill"": ""SRE/Observability"", ""min_proficiency"": 4, ""weight"": 0.6}, {""skill"": ""Go"", ""min_proficiency"": 4, ""weight"": 0.76}, {""skill"": ""C++"", ""min_proficiency"": 3, ""weight"": 1.08}]","[""TensorFlow/PyTorch"", ""Security""]",25,2026-09-14,completed,2,[]
P1093,Adaptive Storage Layer,A high-impact Infra effort focused on shipping production-grade infrastructure.,Infra,2,6,9,6,"[{""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 6}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 0.82}, {""skill"": ""Kubernetes"", ""min_proficiency"": 4, ""weight"": 1.17}, {""skill"": ""SRE/Observability"", ""min_proficiency"": 3, ""weight"": 0.99}, {""skill"": ""Go"", ""min_proficiency"": 3, ""weight"": 0.91}, {""skill"": ""C++"", ""min_proficiency"": 4, ""weight"": 1.04}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 3, ""weight"": 0.72}]","[""Security"", ""Kubernetes"", ""C++"", ""Backend APIs""]",18,2026-07-29,completed,3,[]
P1094,Privacy-First Recommendation Engine,A high-impact YouTube effort focused on shipping production-grade infrastructure.,YouTube,4,3,7,5,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 4}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 0.66}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 0.72}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 0.83}, {""skill"": ""Frontend"", ""min_proficiency"": 3, ""weight"": 1.11}]","[""Security""]",13,2026-08-26,completed,3,[]
P1095,Next-Gen Autoscaler,A high-impact Cloud effort focused on shipping production-grade infrastructure.,Cloud,2,8,12,10,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 9}]","[{""skill"": ""Cloud (GCP/AWS)"", ""min_proficiency"": 4, ""weight"": 1.03}, {""skill"": ""Kubernetes"", ""min_proficiency"": 3, ""weight"": 0.99}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 0.87}]","[""SRE/Observability"", ""Performance Optimization""]",11,2026-07-02,completed,8,[]
P1096,Unified Feature Store 2.0,A high-impact AI Platform effort focused on shipping production-grade infrastructure.,AI Platform,3,10,15,15,"[{""role"": ""Tech Lead"", ""min_level"": ""L7"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 14}]","[{""skill"": ""Machine Learning"", ""min_proficiency"": 3, ""weight"": 0.98}, {""skill"": ""TensorFlow/PyTorch"", ""min_proficiency"": 4, ""weight"": 0.85}, {""skill"": ""Python"", ""min_proficiency"": 4, ""weight"": 0.79}, {""skill"": ""Data Engineering"", ""min_proficiency"": 3, ""weight"": 1.19}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 1.11}, {""skill"": ""BigQuery"", ""min_proficiency"": 3, ""weight"": 0.88}]","[""TensorFlow/PyTorch""]",39,2026-09-13,completed,2,[]
P1097,Next-Gen Places Service Rewrite,A high-impact Maps effort focused on shipping production-grade infrastructure.,Maps,5,6,10,10,"[{""role"": ""Tech Lead"", ""min_level"": ""L7"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 9}]","[{""skill"": ""C++"", ""min_proficiency"": 4, ""weight"": 0.85}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 1.12}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 3, ""weight"": 1.01}, {""skill"": ""Machine Learning"", ""min_proficiency"": 4, ""weight"": 0.65}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 0.96}, {""skill"": ""Databases"", ""min_proficiency"": 3, ""weight"": 0.71}]","[""Databases""]",42,2026-07-10,completed,4,[]
P1098,Adaptive Editor Core 2.0,A high-impact Workspace effort focused on shipping production-grade infrastructure.,Workspace,5,10,15,13,"[{""role"": ""Tech Lead"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 12}]","[{""skill"": ""Frontend"", ""min_proficiency"": 3, ""weight"": 1.12}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 3, ""weight"": 0.87}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 0.73}]","[""Cloud (GCP/AWS)"", ""Databases""]",46,2026-07-27,completed,5,[]
P1099,Petabyte-Scale Networking Fabric,A high-impact Cloud effort focused on shipping production-grade infrastructure.,Cloud,5,8,13,10,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 9}]","[{""skill"": ""Cloud (GCP/AWS)"", ""min_proficiency"": 4, ""weight"": 0.91}, {""skill"": ""Kubernetes"", ""min_proficiency"": 4, ""weight"": 1.12}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 1.2}, {""skill"": ""Go"", ""min_proficiency"": 3, ""weight"": 0.8}, {""skill"": ""SRE/Observability"", ""min_proficiency"": 4, ""weight"": 0.61}]","[""Distributed Systems""]",50,2026-10-18,completed,5,[]
P1100,Self-Serve Targeting Pipeline,A high-impact Ads effort focused on shipping production-grade infrastructure.,Ads,3,7,11,7,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 6}]","[{""skill"": ""Machine Learning"", ""min_proficiency"": 3, ""weight"": 0.91}, {""skill"": ""BigQuery"", ""min_proficiency"": 4, ""weight"": 0.76}, {""skill"": ""Data Engineering"", ""min_proficiency"": 4, ""weight"": 0.82}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 0.66}, {""skill"": ""Java"", ""min_proficiency"": 3, ""weight"": 0.79}]","[""JavaScript/TypeScript""]",22,2026-09-18,completed,4,[]
P1101,Multi-Region Index Pipeline v2,A high-impact Search effort focused on shipping production-grade infrastructure.,Search,2,8,13,11,"[{""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 11}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 0.92}, {""skill"": ""C++"", ""min_proficiency"": 3, ""weight"": 0.74}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 1.08}]","[""Kubernetes"", ""Backend APIs"", ""SRE/Observability""]",44,2026-10-09,completed,6,[]
P1102,Low-Latency Ranking Engine 2.0,A high-impact Search effort focused on shipping production-grade infrastructure.,Search,2,8,13,11,"[{""role"": ""Tech Lead"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Project Manager"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 9}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 1.12}, {""skill"": ""C++"", ""min_proficiency"": 4, ""weight"": 0.95}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 0.82}, {""skill"": ""Databases"", ""min_proficiency"": 3, ""weight"": 0.96}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 1.0}]","[""Databases"", ""Machine Learning"", ""Java"", ""JavaScript/TypeScript""]",44,2026-10-12,completed,3,[]
P1103,Next-Gen Inference Gateway,A high-impact AI Platform effort focused on shipping production-grade infrastructure.,AI Platform,5,7,12,12,"[{""role"": ""Tech Lead"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 11}]","[{""skill"": ""Machine Learning"", ""min_proficiency"": 4, ""weight"": 0.64}, {""skill"": ""TensorFlow/PyTorch"", ""min_proficiency"": 4, ""weight"": 0.98}, {""skill"": ""Python"", ""min_proficiency"": 4, ""weight"": 0.92}, {""skill"": ""Data Engineering"", ""min_proficiency"": 4, ""weight"": 1.08}]","[""BigQuery"", ""Cloud (GCP/AWS)"", ""SRE/Observability""]",24,2026-08-16,completed,4,[]
P1104,Federated Targeting Pipeline 2.0,A high-impact Ads effort focused on shipping production-grade infrastructure.,Ads,3,7,12,9,"[{""role"": ""Tech Lead"", ""min_level"": ""L7"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 8}]","[{""skill"": ""Machine Learning"", ""min_proficiency"": 4, ""weight"": 0.61}, {""skill"": ""BigQuery"", ""min_proficiency"": 3, ""weight"": 1.14}, {""skill"": ""Data Engineering"", ""min_proficiency"": 3, ""weight"": 0.91}]","[""BigQuery""]",14,2026-07-27,completed,6,[]
P1105,Next-Gen Serverless Runtime Rewrite,A high-impact Cloud effort focused on shipping production-grade infrastructure.,Cloud,4,8,13,8,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 7}]","[{""skill"": ""Cloud (GCP/AWS)"", ""min_proficiency"": 3, ""weight"": 0.92}, {""skill"": ""Kubernetes"", ""min_proficiency"": 4, ""weight"": 1.0}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 1.18}, {""skill"": ""Go"", ""min_proficiency"": 3, ""weight"": 1.09}, {""skill"": ""SRE/Observability"", ""min_proficiency"": 4, ""weight"": 1.18}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 1.18}]","[""Distributed Systems"", ""C++"", ""Databases"", ""Machine Learning""]",34,2026-08-15,completed,5,[]
P1106,Cross-Platform Observability Stack,A high-impact Infra effort focused on shipping production-grade infrastructure.,Infra,1,8,12,11,"[{""role"": ""Tech Lead"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Project Manager"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 9}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 1.08}, {""skill"": ""Kubernetes"", ""min_proficiency"": 3, ""weight"": 0.68}, {""skill"": ""SRE/Observability"", ""min_proficiency"": 3, ""weight"": 0.76}, {""skill"": ""Go"", ""min_proficiency"": 3, ""weight"": 0.64}, {""skill"": ""C++"", ""min_proficiency"": 3, ""weight"": 1.04}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 0.93}]","[""C++""]",38,2026-10-16,completed,9,[]
P1107,Federated Editor Core v2,A high-impact Workspace effort focused on shipping production-grade infrastructure.,Workspace,1,7,10,9,"[{""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 9}]","[{""skill"": ""Frontend"", ""min_proficiency"": 4, ""weight"": 0.64}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 4, ""weight"": 1.11}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 0.86}, {""skill"": ""Databases"", ""min_proficiency"": 4, ""weight"": 0.68}, {""skill"": ""Product Sense"", ""min_proficiency"": 4, ""weight"": 1.09}]","[""SRE/Observability"", ""JavaScript/TypeScript""]",32,2026-07-25,completed,3,[]
